player,nation,pos,squad,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_vs_dribbles,att_vs_dribbles,tkl_perc_vs_dribbles,past_vs_dribbles,press,succ,percent,def_3rd_pressures,mid_3rd_pressures,att_3rd_pressures,blocks,sh_blocks,shsv_blocks,pass_blocks,int,tkl_and_int,clr,err,year,league
Toni Moya,es ESP,DF,Atlético Madrid,1998,1,2,2,1,1,0,0,1,0,1,12,5,41.7,4,7,1,0,0,0,0,0,2,3,0,2018,Spanish
Javi Moyano,es ESP,DF,Valladolid,1986,23.3,32,24,26,3,3,20,37,54.1,17,228,67,29.4,138,83,7,42,9,0,33,24,56,82,0,2018,Spanish
Iker Muniain,es ESP,"FW,MF",Athletic Club,1992,26.5,29,23,9,17,3,5,36,13.9,31,483,129,26.7,94,257,132,24,4,0,20,6,35,10,0,2018,Spanish
Marc Muniesa,es ESP,"DF,MF",Girona,1992,15.6,41,21,28,11,2,9,23,39.1,14,259,72,27.8,131,104,24,37,7,0,30,31,72,51,1,2018,Spanish
Aihen Muñoz,es ESP,DF,Real Sociedad,1997,10.6,17,11,15,2,0,8,15,53.3,7,159,39,24.5,92,47,20,30,7,0,23,8,25,34,0,2018,Spanish
Ezequiel Muñoz,ar ARG,DF,Leganés,1990,2.3,5,3,2,3,0,1,1,100,0,16,4,25,9,5,2,2,1,0,1,0,5,10,0,2018,Spanish
Joaquín Muñoz,es ESP,MF,Atlético Madrid,1999,0,0,0,0,0,0,0,0,,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Luis Muriel,co COL,"MF,FW",Sevilla,1991,1.4,3,3,0,2,1,0,6,0,6,34,6,17.6,6,15,13,5,1,0,4,0,3,1,0,2018,Spanish
Jeison Murillo,co COL,DF,Barcelona,1992,1.3,2,1,1,1,0,0,2,0,2,14,5,35.7,9,4,1,1,1,0,0,2,4,8,1,2018,Spanish
Jeison Murillo,co COL,DF,Valencia,1992,1,3,2,1,2,0,1,2,50,1,13,6,46.2,5,8,0,2,1,0,1,2,5,3,0,2018,Spanish
Damián Musto,ar ARG,MF,Huesca,1987,18.7,50,40,20,27,3,15,41,36.6,26,240,61,25.4,85,129,26,28,8,0,20,33,83,71,0,2018,Spanish
Nacho,es ESP,DF,Real Madrid,1990,18.9,33,22,16,13,4,13,33,39.4,20,144,50,34.7,66,62,16,35,9,0,26,25,58,64,0,2018,Spanish
Nacho,es ESP,DF,Valladolid,1989,35,106,63,68,31,7,51,110,46.4,59,537,138,25.7,343,138,56,90,12,0,78,37,143,112,0,2018,Spanish
Naldo,br BRA,DF,Espanyol,1988,15.1,12,8,7,4,1,5,12,41.7,7,106,34,32.1,59,41,6,25,13,0,12,19,31,128,3,2018,Spanish
Ximo Navarro,es ESP,DF,Alavés,1990,28.1,53,23,40,10,3,18,39,46.2,21,252,80,31.7,164,65,23,41,12,1,29,53,106,148,1,2018,Spanish
Jesús Navas,es ESP,"DF,MF",Sevilla,1985,30.1,30,23,19,9,2,18,33,54.5,15,256,69,27,116,80,60,47,5,1,42,24,54,64,0,2018,Spanish
Keylor Navas,cr CRC,GK,Real Madrid,1986,10,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Raúl Navas,es ESP,DF,Real Sociedad,1988,14.6,22,13,18,4,0,13,24,54.2,11,96,41,42.7,62,32,2,26,8,1,18,13,35,73,1,2018,Spanish
Neto,br BRA,GK,Valencia,1989,34,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,2,2018,Spanish
Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,1994,32.5,81,60,36,40,5,30,88,34.1,58,761,176,23.1,252,389,120,95,10,1,85,30,111,69,0,2018,Spanish
Peru Nolaskoain,es ESP,DF,Athletic Club,1998,5.2,10,9,8,2,0,5,12,41.7,7,34,13,38.2,22,10,2,15,9,1,6,12,22,15,0,2018,Spanish
Nolito,es ESP,FW,Sevilla,1986,0.8,4,3,2,1,1,0,2,0,2,12,6,50,1,7,4,1,0,0,1,0,4,1,0,2018,Spanish
Unai Núñez,es ESP,DF,Athletic Club,1997,11.8,20,14,13,7,0,8,13,61.5,5,72,30,41.7,46,21,5,27,13,0,14,13,33,67,0,2018,Spanish
Allan Nyom,cm CMR,DF,Leganés,1988,19,39,25,22,13,4,17,25,68,8,306,92,30.1,144,121,41,25,2,0,23,21,60,43,0,2018,Spanish
Jan Oblak,si SVN,GK,Atlético Madrid,1993,37,0,0,0,0,0,0,0,,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,2018,Spanish
Álvaro Odriozola,es ESP,DF,Real Madrid,1995,13.1,28,17,16,8,4,10,23,43.5,13,183,52,28.4,81,67,35,22,1,0,21,11,39,13,0,2018,Spanish
Dani Ojeda,es ESP,"MF,DF",Leganés,1994,2.1,5,5,3,0,2,2,4,50,2,42,15,35.7,22,13,7,1,0,0,1,1,6,0,0,2018,Spanish
Lucas Olaza,uy URU,DF,Celta Vigo,1994,10,31,17,19,10,2,16,19,84.2,3,127,42,33.1,75,33,19,18,4,0,14,4,35,21,0,2018,Spanish
Oier Olazábal,es ESP,GK,Levante,1989,21,1,0,1,0,0,0,2,0,2,1,0,0,1,0,0,2,0,0,2,0,1,2,3,2018,Spanish
Kiko Olivas,es ESP,DF,Valladolid,1988,34.4,52,40,39,12,1,13,51,25.5,38,280,103,36.8,198,75,7,48,27,0,21,46,98,183,3,2018,Spanish
Paulo Oliveira,pt POR,DF,Eibar,1992,24.9,49,25,37,11,1,20,41,48.8,21,171,51,29.8,103,64,4,37,12,0,25,19,68,173,1,2018,Spanish
Mathías Olivera,uy URU,"DF,MF",Getafe,1997,11.2,32,27,15,10,7,11,20,55,9,214,57,26.6,78,86,50,27,3,0,24,9,41,32,0,2018,Spanish
Kenneth Omeruo,ng NGA,DF,Leganés,1993,27,48,32,40,8,0,18,28,64.3,10,178,48,27,140,36,2,38,10,1,28,28,76,208,2,2018,Spanish
Fabián Orellana,cl CHI,"MF,FW",Eibar,1986,30.4,32,23,12,13,7,6,50,12,44,466,123,26.4,79,203,184,34,1,0,33,18,50,4,0,2018,Spanish
Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,1997,35,31,22,13,14,4,11,58,19,47,764,181,23.7,120,394,250,75,7,0,68,12,43,19,0,2018,Spanish
Fernando Pacheco,es ESP,GK,Alavés,1992,35,0,0,0,0,0,0,2,0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,2,0,2018,Spanish
Rubén Pardo,es ESP,"MF,FW",Real Sociedad,1992,15.2,17,13,4,13,0,6,19,31.6,13,299,60,20.1,65,173,61,25,6,0,19,15,32,12,1,2018,Spanish
Daniel Parejo,es ESP,MF,Valencia,1989,34,65,50,34,25,6,27,105,25.7,78,728,183,25.1,258,356,114,51,9,0,42,38,103,40,2,2018,Spanish
Thomas Partey,gh GHA,MF,Atlético Madrid,1993,23,62,41,30,27,5,14,51,27.5,37,498,147,29.5,142,268,88,47,8,0,39,37,99,27,1,2018,Spanish
Gabriel Paulista,br BRA,DF,Valencia,1990,29.1,29,17,18,9,2,10,28,35.7,18,122,48,39.3,81,38,3,51,20,0,31,53,82,183,0,2018,Spanish
Alfonso Pedraza,es ESP,"DF,FW",Villarreal,1996,23.3,65,41,40,18,7,31,86,36,55,527,128,24.3,238,201,88,57,8,0,49,20,85,51,0,2018,Spanish
Pedrosa,es ESP,DF,Espanyol,1998,8.5,17,12,9,5,3,8,22,36.4,14,133,28,21.1,74,42,17,16,4,0,12,9,26,27,0,2018,Spanish
Rubén Peña,es ESP,DF,Eibar,1991,29.7,73,46,30,31,12,27,69,39.1,42,484,174,36,197,180,107,61,8,0,53,32,105,57,0,2018,Spanish
Carles Pérez,es ESP,FW,Barcelona,1998,0.2,0,0,0,0,0,0,0,,0,4,0,0,0,4,0,1,0,0,1,0,0,0,0,2018,Spanish
Hernán Pérez,py PAR,"FW,MF",Espanyol,1989,8.8,20,17,10,7,3,7,33,21.2,26,162,29,17.9,58,71,33,12,1,0,11,6,26,10,0,2018,Spanish
Rubén Pérez,es ESP,MF,Leganés,1989,27.5,76,50,36,37,3,27,89,30.3,62,526,139,26.4,195,291,40,56,8,0,48,33,109,45,1,2018,Spanish
Pablo Piatti,ar ARG,"FW,MF",Espanyol,1989,8.3,23,22,8,9,6,7,22,31.8,15,198,45,22.7,63,96,39,15,0,0,15,2,25,5,0,2018,Spanish
Cristiano Piccini,it ITA,DF,Valencia,1992,20.8,40,27,29,9,2,15,28,53.6,13,295,88,29.8,147,102,46,37,5,1,32,19,59,55,2,2018,Spanish
Tomás Pina Isla,es ESP,MF,Alavés,1987,26,57,38,22,31,4,14,51,27.5,37,434,124,28.6,154,233,47,38,6,0,32,28,85,44,0,2018,Spanish
Gerard Piqué,es ESP,DF,Barcelona,1987,35,45,27,29,15,1,20,37,54.1,17,273,87,31.9,160,101,12,63,26,2,37,32,77,156,2,2018,Spanish
Carles Planas,es ESP,"DF,MF",Girona,1991,4.7,11,6,7,4,0,4,15,26.7,11,84,20,23.8,40,41,3,9,0,0,9,4,15,12,0,2018,Spanish
Óscar Plano,es ESP,"MF,FW",Valladolid,1991,29.9,59,42,31,20,8,15,62,24.2,47,567,154,27.2,165,260,142,38,5,0,33,21,80,27,1,2018,Spanish
Stiven Plaza,ec ECU,"FW,MF",Valladolid,1999,0.4,0,0,0,0,0,0,0,,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,2018,Spanish
Pere Pons,es ESP,MF,Girona,1993,31,83,57,31,40,12,27,100,27,73,726,196,27,242,402,82,61,9,0,52,31,114,40,0,2018,Spanish
Pedro Porro,es ESP,"DF,MF",Girona,1999,24.6,50,32,28,14,8,26,79,32.9,53,423,95,22.5,203,148,72,58,2,0,56,40,90,42,0,2018,Spanish
Francisco Portillo,es ESP,"MF,FW",Getafe,1990,22.2,20,10,5,10,5,7,32,21.9,25,472,120,25.4,113,256,103,29,1,0,28,12,32,5,0,2018,Spanish
Portu,es ESP,"FW,MF",Girona,1992,31.3,30,20,7,14,9,8,38,21.1,30,574,132,23,86,279,209,32,1,0,31,6,36,6,0,2018,Spanish
Sergio Postigo,es ESP,DF,Levante,1988,16.1,26,16,24,2,0,12,27,44.4,15,70,28,40,52,15,3,26,14,1,12,17,43,92,0,2018,Spanish
José Pozo,es ESP,"MF,FW",Rayo Vallecano,1996,18,17,12,7,7,3,6,25,24,19,306,74,24.2,59,169,78,6,1,0,5,6,23,8,0,2018,Spanish
Sanjin Prcić,ba BIH,MF,Levante,1993,5.9,17,11,8,7,2,6,12,50,6,80,20,25,28,43,9,18,7,0,11,6,23,11,0,2018,Spanish
Quincy Promes,nl NED,"DF,MF",Sevilla,1992,17.6,33,20,21,8,4,15,27,55.6,12,274,62,22.6,94,101,79,25,3,0,22,13,46,23,0,2018,Spanish
Javi Puado,es ESP,"FW,MF",Espanyol,1998,4,3,2,2,1,0,1,7,14.3,6,81,21,25.9,29,30,22,8,1,0,7,6,9,7,0,2018,Spanish
Riqui Puig,es ESP,MF,Barcelona,1999,1.7,1,1,0,0,1,0,1,0,1,37,9,24.3,2,21,14,2,0,0,2,1,2,2,0,2018,Spanish
Jorge Pulido,es ESP,DF,Huesca,1991,30.9,63,33,42,16,5,29,58,50,29,318,106,33.3,166,127,25,48,17,1,31,36,99,179,1,2018,Spanish
Xavi Quintillà,es ESP,DF,Villarreal,1996,7,12,9,7,5,0,5,15,33.3,10,66,20,30.3,36,26,4,13,3,0,10,4,16,22,0,2018,Spanish
Dani Raba,es ESP,MF,Villarreal,1995,2.1,5,1,1,2,2,3,7,42.9,4,31,6,19.4,8,18,5,2,0,0,2,0,5,0,0,2018,Spanish
Rafinha,br BRA,"FW,MF",Barcelona,1993,2.5,8,5,4,3,1,2,6,33.3,4,86,23,26.7,14,41,31,4,1,0,3,1,9,2,0,2018,Spanish
Ivan Rakitić,hr CRO,MF,Barcelona,1988,29.4,37,28,14,18,5,14,51,27.5,37,543,140,25.8,107,315,121,44,7,0,37,39,76,29,0,2018,Spanish
Jonás Ramalho,ao ANG,DF,Girona,1993,18,10,3,9,1,0,5,14,35.7,9,176,37,21,113,50,13,39,11,0,28,9,19,87,2,2018,Spanish
Sandro Ramírez,es ESP,"FW,MF",Real Sociedad,1995,11.7,20,13,6,10,4,7,19,36.8,12,257,63,24.5,60,117,80,15,2,0,13,7,27,1,0,2018,Spanish
Iván Ramis,es ESP,DF,Eibar,1984,18.6,22,16,9,10,3,12,22,54.5,10,86,36,41.9,44,37,5,19,7,0,12,12,34,113,0,2018,Spanish
Chris Ramos,es ESP,FW,Valladolid,1997,0.7,1,0,0,0,1,0,1,0,1,16,4,25,0,6,10,2,0,0,2,0,1,1,0,2018,Spanish
Sergio Ramos,es ESP,DF,Real Madrid,1986,27.5,50,34,30,20,0,20,43,46.5,23,202,72,35.6,112,83,7,47,18,0,29,27,77,95,3,2018,Spanish
Recio,es ESP,MF,Leganés,1991,14.3,30,22,11,16,3,10,34,29.4,24,304,67,22,106,157,41,16,1,0,15,13,43,21,0,2018,Spanish
Sergio Reguilón,es ESP,DF,Real Madrid,1996,12.4,23,15,14,8,1,7,22,31.8,15,210,58,27.6,101,75,34,28,4,0,24,17,40,39,0,2018,Spanish
Diego Reyes,mx MEX,DF,Leganés,1992,3.6,7,6,3,4,0,2,5,40,3,32,15,46.9,18,13,1,9,5,0,4,2,9,28,0,2018,Spanish
Mikel Rico,es ESP,MF,Athletic Club,1984,2.7,2,1,1,1,0,0,6,0,6,62,11,17.7,13,32,17,4,2,0,2,3,5,7,0,2018,Spanish
Asier Riesgo,es ESP,GK,Eibar,1983,14,0,0,0,0,0,0,2,0,2,1,1,100,1,0,0,0,0,0,0,0,0,1,1,2018,Spanish
Cristian Rivera,es ESP,MF,Huesca,1997,18.8,36,25,16,18,2,8,23,34.8,15,341,94,27.6,111,190,40,31,3,0,28,30,66,29,0,2018,Spanish
Rober,es ESP,DF,Levante,1995,31.7,47,35,37,9,1,25,56,44.6,31,308,103,33.4,202,90,16,59,31,1,28,36,83,156,1,2018,Spanish
Sergi Roberto,es ESP,"DF,MF",Barcelona,1992,23.2,30,20,13,12,5,8,23,34.8,15,322,109,33.9,104,139,79,39,4,0,35,29,59,30,0,2018,Spanish
Patrick Roberts,eng ENG,FW,Girona,1997,6.7,7,5,5,2,0,4,20,20,16,152,20,13.2,43,72,37,7,0,0,7,5,12,1,0,2018,Spanish
Joel Robles,es ESP,GK,Betis,1990,5,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,1,2018,Spanish
Marc Roca,es ESP,MF,Espanyol,1996,34.6,82,55,42,32,8,26,78,33.3,52,581,164,28.2,253,270,58,57,24,1,33,33,115,68,3,2018,Spanish
Rubén Rochina,es ESP,MF,Levante,1991,20,60,39,26,29,5,21,84,25,63,469,101,21.5,139,242,88,40,0,0,40,14,74,26,0,2018,Spanish
Rodri,es ESP,MF,Atlético Madrid,1996,30.4,108,89,50,52,6,31,80,38.8,49,726,232,32,232,419,75,50,13,0,37,30,138,67,0,2018,Spanish
Rodrigo,es ESP,FW,Valencia,1991,28.1,16,9,4,6,6,1,19,5.3,18,549,124,22.6,53,279,217,19,2,0,17,4,20,18,0,2018,Spanish
Kévin Rodrigues,pt POR,DF,Real Sociedad,1994,5.4,25,15,18,5,2,10,22,45.5,12,114,36,31.6,71,26,17,10,3,0,7,4,29,14,0,2018,Spanish
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,1998,27.8,45,24,20,19,6,16,59,27.1,43,608,135,22.2,176,302,130,22,2,0,20,16,61,19,0,2018,Spanish
Ángel Rodríguez,es ESP,FW,Getafe,1987,20.2,13,8,4,5,4,2,20,10,18,390,84,21.5,26,182,182,14,2,0,12,5,18,10,0,2018,Spanish
Marko Rog,hr CRO,MF,Sevilla,1995,4,14,12,5,9,0,5,9,55.6,4,128,33,25.8,38,66,24,6,0,0,6,4,18,5,0,2018,Spanish
Diego Rolán,uy URU,"MF,DF",Leganés,1993,2.4,6,3,4,2,0,3,10,30,7,42,9,21.4,17,17,8,4,1,0,3,2,8,1,0,2018,Spanish
Diego Rolán,uy URU,"FW,MF",Alavés,1993,3.3,4,2,2,1,1,1,2,50,1,96,13,13.5,23,51,22,0,0,0,0,5,9,3,0,2018,Spanish
Facundo Roncaglia,ar ARG,DF,Valencia,1987,6.7,14,12,9,4,1,3,6,50,3,59,27,45.8,44,14,1,10,4,0,6,8,22,33,0,2018,Spanish
Facundo Roncaglia,ar ARG,DF,Celta Vigo,1987,11.9,28,13,22,6,0,11,26,42.3,15,123,40,32.5,74,46,3,22,4,0,18,12,40,47,1,2018,Spanish
Roberto Rosales,ve VEN,DF,Espanyol,1988,19.4,43,31,19,17,7,21,50,42,29,283,80,28.3,142,98,43,40,8,0,32,19,62,88,0,2018,Spanish
Waldo Rubio,es ESP,"MF,FW",Valladolid,1995,5.5,5,3,2,3,0,1,7,14.3,6,145,35,24.1,38,73,34,6,1,0,5,0,5,6,0,2018,Spanish
Abel Ruiz,es ESP,FW,Barcelona,2000,0.2,1,0,1,0,0,1,1,100,0,3,1,33.3,1,0,2,0,0,0,0,0,1,1,0,2018,Spanish
Víctor Ruiz,es ESP,DF,Villarreal,1989,21.9,35,20,21,12,2,15,23,65.2,8,182,50,27.5,120,56,6,43,19,0,24,27,62,70,0,2018,Spanish
Gerónimo Rulli,ar ARG,GK,Real Sociedad,1992,27,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,2,0,0,2,0,0,2,3,2018,Spanish
Samuel Sáiz,es ESP,"FW,MF",Getafe,1991,3.4,3,1,0,2,1,2,8,25,6,71,16,22.5,13,37,21,2,0,0,2,0,3,2,0,2018,Spanish
Mikel San José,es ESP,MF,Athletic Club,1989,19.3,40,20,13,17,10,12,46,26.1,34,399,106,26.6,116,223,60,38,6,0,32,11,51,51,0,2018,Spanish
Antonio Sanabria,py PAR,FW,Betis,1996,9,5,4,0,3,2,2,11,18.2,9,143,32,22.4,8,69,66,6,1,0,5,4,9,3,0,2018,Spanish
Javi Sánchez,es ESP,DF,Real Madrid,1997,0.5,1,0,1,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,5,0,2018,Spanish
Víctor Sánchez,es ESP,MF,Espanyol,1987,14.1,48,32,26,17,5,19,80,23.8,61,394,79,20.1,107,227,60,18,3,0,15,16,64,29,1,2018,Spanish
Luca Sangalli,es ESP,"MF,FW",Real Sociedad,1995,11.1,22,18,7,12,3,4,18,22.2,14,300,68,22.7,83,164,53,10,1,1,9,6,28,5,0,2018,Spanish
Nicola Sansone,it ITA,"FW,MF",Villarreal,1991,0.4,0,0,0,0,0,0,0,,0,6,2,33.3,3,1,2,0,0,0,0,0,0,0,0,2018,Spanish
Roberto Santamaría,es ESP,GK,Huesca,1985,20,0,0,0,0,0,0,2,0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,2,0,2018,Spanish
Michael Santos,uy URU,"FW,MF",Leganés,1993,6.2,10,4,2,6,2,4,9,44.4,5,155,32,20.6,27,73,55,9,2,0,7,0,10,0,0,2018,Spanish
Pablo Sarabia,es ESP,"MF,FW",Sevilla,1992,30.3,32,26,8,12,12,8,67,11.9,59,626,135,21.6,118,333,175,38,6,0,32,23,55,13,0,2018,Spanish
Lluís Sastre,es ESP,MF,Huesca,1986,1.3,4,4,0,4,0,1,1,100,0,31,1,3.2,10,18,3,0,0,0,0,1,5,1,0,2018,Spanish
Stefan Savić,me MNE,DF,Atlético Madrid,1991,15.5,12,5,9,3,0,6,13,46.2,7,70,29,41.4,49,18,3,22,11,0,11,12,24,80,3,2018,Spanish
Alfa Semedo,gw GNB,MF,Espanyol,1997,0.5,0,0,0,0,0,0,3,0,3,17,1,5.9,3,13,1,1,1,0,0,2,2,2,0,2018,Spanish
Nélson Semedo,pt POR,DF,Barcelona,1993,17.8,48,36,29,15,4,18,22,81.8,4,278,94,33.8,124,93,61,36,6,0,30,12,60,22,0,2018,Spanish
Rúben Semedo,pt POR,DF,Huesca,1994,9.4,22,14,16,6,0,11,16,68.8,5,91,28,30.8,54,36,1,17,9,0,8,10,32,32,2,2018,Spanish
Paik Seung-ho,kr KOR,"FW,MF",Girona,1997,0.7,0,0,0,0,0,0,2,0,2,11,5,45.5,2,6,3,0,0,0,0,2,2,1,0,2018,Spanish
Gaku Shibasaki,jp JPN,"MF,FW",Getafe,1992,4.3,9,6,2,6,1,2,4,50,2,168,26,15.5,37,93,38,7,0,0,7,5,14,3,0,2018,Spanish
Sidnei,br BRA,DF,Betis,1989,19.4,48,26,32,12,4,18,41,43.9,23,217,73,33.6,139,70,8,28,8,0,20,23,71,51,0,2018,Spanish
André Silva,pt POR,FW,Sevilla,1995,24,9,8,0,4,5,2,15,13.3,13,371,92,24.8,36,192,143,21,2,0,19,5,14,28,0,2018,Spanish
Jonathan Silva,ar ARG,DF,Leganés,1994,30,54,29,34,15,5,28,69,40.6,41,541,134,24.8,276,205,60,49,3,0,46,31,85,77,0,2018,Spanish
Moses Simon,ng NGA,"DF,MF",Levante,1995,8.7,12,5,6,4,2,2,9,22.2,7,175,38,21.7,79,66,30,20,1,0,19,7,19,12,1,2018,Spanish
Unai Simón,es ESP,GK,Athletic Club,1997,7,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Dimitris Siovas,gr GRE,DF,Leganés,1988,32.9,58,36,41,17,0,30,58,51.7,28,287,85,29.6,195,83,9,39,15,1,24,50,108,199,2,2018,Spanish
Pione Sisto,dk DEN,"FW,MF",Celta Vigo,1995,9.4,3,1,3,0,0,1,14,7.1,13,253,57,22.5,69,120,64,5,0,0,5,0,3,1,0,2018,Spanish
Antonio Sivera,es ESP,GK,Alavés,1996,3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,2018,Spanish
Rubén Sobrino,es ESP,"FW,MF",Valencia,1992,2.1,5,2,1,4,0,1,2,50,1,54,13,24.1,9,35,10,3,2,0,1,1,6,2,0,2018,Spanish
Rubén Sobrino,es ESP,"FW,MF",Alavés,1992,10.7,16,9,8,5,3,5,15,33.3,10,291,65,22.3,58,167,66,16,0,0,16,3,19,10,0,2018,Spanish
Alex Sola,es ESP,DF,Real Sociedad,1999,1,5,2,1,3,1,3,4,75,1,19,8,42.1,14,5,0,0,0,0,0,2,7,2,0,2018,Spanish
Andrés Solano,co COL,DF,Atlético Madrid,1998,0.5,3,2,2,1,0,1,1,100,0,15,6,40,7,7,1,1,0,0,1,0,3,1,0,2018,Spanish
Carlos Soler,es ESP,MF,Valencia,1997,27.3,41,22,20,17,4,15,69,21.7,54,714,169,23.7,221,353,140,58,8,0,50,14,55,34,1,2018,Spanish
Kévin Soni,cm CMR,"FW,DF",Girona,1998,0.9,4,1,0,2,2,2,4,50,2,26,7,26.9,3,16,7,3,0,0,3,1,5,0,0,2018,Spanish
David Soria,es ESP,GK,Getafe,1993,37,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,3,0,0,3,0,0,0,1,2018,Spanish
Juan Soriano,es ESP,GK,Sevilla,1997,4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2018,Spanish
Cristhian Stuani,uy URU,FW,Girona,1986,30.3,23,15,6,14,3,5,22,22.7,17,513,111,21.6,43,258,212,18,1,0,17,7,30,38,0,2018,Spanish
Damián Suárez,uy URU,DF,Getafe,1988,36,105,67,55,34,16,51,131,38.9,80,663,196,29.6,291,278,94,69,5,0,64,43,148,69,0,2018,Spanish
Denis Suárez,es ESP,MF,Barcelona,1994,0.2,0,0,0,0,0,0,0,,0,6,0,0,1,5,0,1,0,0,1,0,0,0,0,2018,Spanish
Leonardo Suárez,ar ARG,"FW,MF",Valladolid,1996,5.7,4,4,2,1,1,1,10,10,9,111,26,23.4,26,53,32,9,1,0,8,1,5,1,0,2018,Spanish
Luis Suárez,uy URU,FW,Barcelona,1987,31.4,20,14,4,9,7,7,17,41.2,10,423,120,28.4,17,147,259,23,3,0,20,6,26,22,0,2018,Spanish
Mario Suárez,es ESP,MF,Rayo Vallecano,1987,11.4,31,22,15,13,3,15,33,45.5,18,176,56,31.8,67,92,17,10,3,0,7,13,44,31,0,2018,Spanish
Markel Susaeta,es ESP,FW,Athletic Club,1987,15.3,15,9,2,8,5,7,40,17.5,33,282,65,23,65,131,86,17,0,0,17,11,26,6,0,2018,Spanish
Rodrigo Tarín,es ESP,DF,Leganés,1996,15.9,26,17,18,6,2,10,15,66.7,5,132,38,28.8,80,42,10,28,4,0,24,17,43,100,0,2018,Spanish
Cristian Tello,es ESP,"DF,MF",Betis,1991,17.5,29,18,15,8,6,15,44,34.1,29,230,63,27.4,85,82,63,30,0,0,30,6,35,10,0,2018,Spanish
Marc-André ter Stegen,de GER,GK,Barcelona,1992,35,0,0,0,0,0,0,3,0,3,3,1,33.3,3,0,0,1,0,0,1,0,0,1,1,2018,Spanish
David Timor,es ESP,"MF,FW",Girona,1989,1.8,0,0,0,0,0,0,0,,0,32,9,28.1,7,14,11,2,1,0,1,3,3,4,0,2018,Spanish
Tito,es ESP,DF,Rayo Vallecano,1985,12.2,16,12,11,5,0,6,23,26.1,17,169,56,33.1,92,60,17,32,3,0,29,9,25,55,0,2018,Spanish
Jean-Clair Todibo,fr FRA,DF,Barcelona,1999,1.7,4,4,2,2,0,3,5,60,2,34,15,44.1,20,8,6,2,0,0,2,1,5,11,0,2018,Spanish
Karl Toko Ekambi,cm CMR,FW,Villarreal,1992,23.8,10,8,3,3,4,2,15,13.3,13,504,91,18.1,55,279,170,9,0,0,9,10,20,10,0,2018,Spanish
Aly Abeid,mr MTN,DF,Levante,1997,0.8,3,1,1,2,0,1,1,100,0,9,4,44.4,7,2,0,2,0,0,2,1,4,2,0,2017,Spanish
Antonio Adán,es ESP,GK,Betis,1987,30,0,0,0,0,0,0,2,0,2,1,1,100,1,0,0,1,0,0,1,0,0,2,1,2017,Spanish
Aday,es ESP,"DF,MF",Girona,1987,20.4,15,6,11,2,2,6,20,30,14,271,64,23.6,108,103,60,39,5,1,34,21,36,23,2,2017,Spanish
Aritz Aduriz,es ESP,FW,Athletic Club,1981,23.9,10,8,2,5,3,2,7,28.6,5,348,95,27.3,20,152,176,12,1,0,11,0,10,17,0,2017,Spanish
Martin Agirregabiria,es ESP,DF,Alavés,1996,20.3,35,19,22,11,2,12,34,35.3,22,209,63,30.1,125,70,14,33,6,0,27,27,62,36,0,2017,Spanish
Imanol Agirretxe,es ESP,FW,Real Sociedad,1987,2.6,0,0,0,0,0,0,3,0,3,42,12,28.6,3,20,19,1,0,0,1,0,0,2,0,2017,Spanish
Matías Aguirregaray,uy URU,DF,Las Palmas,1989,12.8,24,15,13,10,1,10,28,35.7,18,173,45,26,75,67,31,28,1,0,27,18,42,13,0,2017,Spanish
Ager Aketxe,es ESP,MF,Athletic Club,1993,0.5,1,1,0,1,0,0,0,,0,10,1,10,2,4,4,2,0,0,2,0,1,0,0,2017,Spanish
David Alba,es ESP,DF,Getafe,1999,0.7,1,1,1,0,0,1,1,100,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,2017,Spanish
Jordi Alba,es ESP,DF,Barcelona,1989,30.5,42,30,22,15,5,15,40,37.5,25,483,142,29.4,210,195,78,71,6,0,65,52,94,29,0,2017,Spanish
Raúl Albentosa,es ESP,DF,La Coruña,1988,19.4,16,12,13,3,0,6,16,37.5,10,120,21,17.5,94,21,5,24,17,0,7,13,29,64,0,2017,Spanish
Paco Alcácer,es ESP,"FW,MF",Barcelona,1993,7.8,3,3,1,2,0,0,6,0,6,118,34,28.8,11,49,58,10,1,0,9,8,11,2,0,2017,Spanish
